"ISO","year","regime_type","election","obs_bin","obs_bin_max","obs_count","obs_count_max","demi","demi_max","source","obs_vdem","obs_qed"
"ETH",2004,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"ETH",2005,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,NA
"ETH",2006,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2007,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2008,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2009,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2010,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,NA
"ETH",2011,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2012,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2013,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2014,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2015,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,NA
"ETH",2016,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2017,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2018,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2019,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2020,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"ETH",2021,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",1990,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",1991,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FIN",1992,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",1993,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",1994,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FIN",1995,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FIN",1996,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",1997,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",1998,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",1999,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FIN",2000,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FIN",2001,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",2002,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",2003,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FIN",2004,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FIN",2005,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2006,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2007,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2008,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2009,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2010,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2011,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2012,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2013,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2014,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2015,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2016,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2017,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2018,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2019,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FIN",2020,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FIN",2021,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",1990,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1992,"Electoral autocracy",1,0,0,0,0,NA,NA,"https://news.ccf.org.fj/history/",0,0
"FJI",1993,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1994,"Electoral democracy",1,0,0,0,0,NA,NA,"https://news.ccf.org.fj/history/",0,0
"FJI",1995,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1996,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1997,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1998,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",1999,"Electoral democracy",1,1,1,1,1,"Citizens' Constitutional Forum","Citizens' Constitutional Forum","https://news.ccf.org.fj/history/",0,0
"FJI",2000,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",2001,"Closed autocracy",1,1,1,1,1,"Citizens' Constitutional Forum","Citizens' Constitutional Forum","Commonwealth report says no domestic observers allowed.     https://aceproject.org/ero-en/regions/pacific/FJ/fiji-final-report-general-elections-commonwealth, Election audit.  https://news.ccf.org.fj/wp-content/uploads/2013/05/ccf_annual-report_2001.pdf",0,0
"FJI",2002,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",2003,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",2004,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"FJI",2005,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2006,"Electoral autocracy",1,1,1,2,2,"Citizens' Constitutional Forum, Fiji Women's Rights Movement","Citizens' Constitutional Forum, Fiji Women's Rights Movement","Note: no election observers. But intrlocutor for IEMOs, plus post-election advocacy.  https://news.ccf.org.fj/wp-content/uploads/2013/05/2006-Annual-Report.pdf, https://www.fwrm.org.fj/news/media-releases/67-all-category/news/press-releases/216-joint-statement-women-s-issues-in-the-leadup-to-2006-elections",0,NA
"FJI",2007,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2008,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2009,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2010,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2011,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2012,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2013,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2014,"Electoral autocracy",1,1,1,2,2,"Citizens' Constitutional Forum, Fiji Women's Rights Movement","Citizens' Constitutional Forum, Fiji Women's Rights Movement","https://news.ccf.org.fj/wp-content/uploads/2020/06/CCF-Annual-Report-2014_compressed.pdf, Not observed, but engaged in dvocacy and recommendations. https://www.fwrm.org.fj/images/fwrm2017/publications/annualreport/FWRMAnnualReport2015.pdf",0,NA
"FJI",2015,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2016,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2017,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2018,"Electoral autocracy",1,1,1,1,1,"Fiji Women's Rights Movement","Fiji Women's Rights Movement","https://news.ccf.org.fj/wp-content/uploads/2020/06/CCF-Annual-Report-2018_compressed-1-3.pdf, https://www.fwrm.org.fj/images/fwrm2017/publications/annualreport/FWRM_Annual_Report_2019_Final.pdf",0,NA
"FJI",2019,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2020,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FJI",2021,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",1990,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",1991,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",1992,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",1993,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FRA",1994,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",1995,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FRA",1996,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",1997,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FRA",1998,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",1999,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",2000,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",2001,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",2002,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,0
"FRA",2003,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",2004,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"FRA",2005,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2006,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2007,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FRA",2008,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2009,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2010,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2011,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2012,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FRA",2013,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2014,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2015,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2016,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2017,"Liberal democracy",1,0,0,0,0,NA,NA,NA,1,NA
"FRA",2018,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2019,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2020,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"FRA",2021,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",1990,"Electoral autocracy",1,0,1,0,2,NA,"ONG Elections Propres Gabon, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon",NA,1,0
"GAB",1991,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",1992,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",1993,"Electoral autocracy",1,0,1,0,2,NA,"ONG Elections Propres Gabon, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon",NA,1,1
"GAB",1994,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",1995,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",1996,"Electoral autocracy",1,0,1,0,2,NA,"Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon, ONG Elections Propres Gabon",NA,1,0
"GAB",1997,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",1998,"Electoral autocracy",1,0,1,0,3,NA,"ONG Elections Propres Gabon, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon, Brainforest",NA,1,0
"GAB",1999,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",2000,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",2001,"Electoral autocracy",1,0,1,0,3,NA,"Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon, ONG Elections Propres Gabon, Brainforest",NA,1,0
"GAB",2002,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",2003,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",2004,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GAB",2005,"Electoral autocracy",1,0,1,0,3,NA,"Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon, ONG Elections Propres Gabon, Brainforest",NA,1,NA
"GAB",2006,"Electoral autocracy",1,0,1,0,3,NA,"Brainforest, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon, ONG Elections Propres Gabon",NA,1,NA
"GAB",2007,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2008,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2009,"Electoral autocracy",1,0,1,0,3,NA,"Brainforest, ONG Elections Propres Gabon, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon",NA,1,NA
"GAB",2010,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2011,"Electoral autocracy",1,0,1,0,3,NA,"Brainforest, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon, ONG Elections Propres Gabon",NA,1,NA
"GAB",2012,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2013,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2014,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2015,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2016,"Electoral autocracy",1,1,1,1,1,"Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon","Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon","EU report mentioned none of the three orgs.  https://www.eods.eu/library/gabon_moe_rapport_final_0.pdf, http://gabonenervant.blogspot.com/2016/11/rolbg-releases-its-report-on-2016.html",1,NA
"GAB",2017,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2018,"Electoral autocracy",1,0,1,0,3,NA,"ONG Elections Propres Gabon, Brainforest, Réseau des organisations libres de la société civile pour la bonne gouvernance au Gabon",NA,1,NA
"GAB",2019,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2020,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GAB",2021,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",1990,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1991,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1992,"Liberal democracy",1,0,0,0,0,NA,NA,"https://democracyvolunteers.org/category/domestic-observations/page/5/",1,0
"GBR",1993,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1994,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1995,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1996,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1997,"Liberal democracy",1,0,0,0,0,NA,NA,"https://democracyvolunteers.org/category/domestic-observations/page/5/",1,0
"GBR",1998,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",1999,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",2000,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",2001,"Liberal democracy",1,0,0,0,0,NA,NA,"https://democracyvolunteers.org/category/domestic-observations/page/5/",1,0
"GBR",2002,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",2003,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",2004,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GBR",2005,"Liberal democracy",1,0,0,0,0,NA,NA,"https://democracyvolunteers.org/category/domestic-observations/page/5/",1,NA
"GBR",2006,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2007,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2008,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2009,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2010,"Liberal democracy",1,0,0,0,0,NA,NA,"https://democracyvolunteers.org/category/domestic-observations/page/5/",1,NA
"GBR",2011,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2012,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2013,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2014,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2015,"Liberal democracy",1,0,0,0,0,NA,NA,"https://democracyvolunteers.org/category/domestic-observations/page/5/",1,NA
"GBR",2016,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2017,"Liberal democracy",1,1,1,1,1,"Democracy Volunteers","Democracy Volunteers","https://democracyvolunteers.org/category/domestic-observations/page/5/",1,NA
"GBR",2018,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2019,"Liberal democracy",1,1,1,1,1,"Democracy Volunteers","Democracy Volunteers","https://democracyvolunteers.org/category/domestic-observations/page/5/",1,NA
"GBR",2020,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GBR",2021,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",1990,"Electoral autocracy",1,0,0,0,0,NA,NA,"not founded, https://www.isfed.ge/eng/istoria",1,0
"GEO",1991,"Electoral autocracy",1,0,0,0,0,NA,NA,"not founded, https://www.isfed.ge/eng/istoria",1,0
"GEO",1992,"Electoral autocracy",1,0,0,0,0,NA,NA,"https://www.isfed.ge/eng/istoria, not founded",1,1
"GEO",1993,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",1994,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",1995,"Electoral autocracy",1,1,1,1,1,"International Society for Fair Elections and Democracy","International Society for Fair Elections and Democracy","https://www.idea.int/sites/default/files/publications/election-assessment-in-the-south-caucasus.pdf, https://www.isfed.ge/eng/istoria",1,0
"GEO",1996,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",1997,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",1998,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",1999,"Electoral autocracy",1,1,1,1,1,"International Society for Fair Elections and Democracy","International Society for Fair Elections and Democracy","https://www.isfed.ge/eng/istoria, https://www.idea.int/sites/default/files/publications/election-assessment-in-the-south-caucasus.pdf",1,0
"GEO",2000,"Electoral autocracy",1,1,1,1,1,"International Society for Fair Elections and Democracy","International Society for Fair Elections and Democracy","https://www.idea.int/sites/default/files/publications/election-assessment-in-the-south-caucasus.pdf, https://www.isfed.ge/eng/istoria",1,0
"GEO",2001,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",2002,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GEO",2003,"Electoral autocracy",1,1,1,2,2,"International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","https://www.isfed.ge/eng/istoria, https://www.oscepa.org/en/documents/election-observation/election-observation-statements/georgia/statements-11/1413-2004-presidential/file",1,1
"GEO",2004,"Electoral democracy",1,1,1,4,4,"International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","https://www.isfed.ge/eng/istoria, https://www.oscepa.org/en/documents/election-observation/election-observation-statements/georgia/statements-11/1413-2004-presidential/file",1,1
"GEO",2005,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2006,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2007,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2008,"Electoral autocracy",1,1,1,2,2,"Georgian Young Lawyers' Association, International Society for Fair Elections and Democracy","Georgian Young Lawyers' Association, International Society for Fair Elections and Democracy","https://gyla.ge/en/post/georgian-young-lawyers-association-publishes-pre-election-campaign-and-election-day-monitoring-report-of-21-may-2008-parliamentary-elections-088696#sthash.O2UH385T.dpbs, https://www.isfed.ge/eng/istoria",0,NA
"GEO",2009,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2010,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2011,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2012,"Electoral democracy",1,1,1,2,2,"International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","https://www.isfed.ge/eng/istoria, https://gyla.ge/files/news/Annual%20Report%202013.pdf",1,NA
"GEO",2013,"Electoral democracy",1,1,1,2,2,"International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","https://www.isfed.ge/eng/istoria, https://gyla.ge/files/news/Annual%20Report%202014.pdf",1,NA
"GEO",2014,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2015,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2016,"Electoral democracy",1,1,1,2,2,"International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","International Society for Fair Elections and Democracy, Georgian Young Lawyers' Association","https://www.isfed.ge/eng/istoria, https://gyla.ge/en/post/saqartveloshi-konkurentuli-samartliani-da-inkluziuri-saarchevno-garemos-khelshetsyoba#sthash.aGGwoHMq.dpbs",1,NA
"GEO",2017,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2018,"Electoral democracy",1,1,1,2,2,"Georgian Young Lawyers' Association, International Society for Fair Elections and Democracy","Georgian Young Lawyers' Association, International Society for Fair Elections and Democracy","https://gyla.ge/en/post/saqartveloshi-konkurentuli-samartliani-da-inkluziuri-saarchevno-garemos-khelshetsyoba#sthash.aGGwoHMq.dpbs, https://www.isfed.ge/eng/istoria",1,NA
"GEO",2019,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GEO",2020,"Electoral democracy",1,1,1,1,1,"International Society for Fair Elections and Democracy","International Society for Fair Elections and Democracy",NA,1,NA
"GEO",2021,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",1990,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1992,"Electoral autocracy",1,0,0,0,0,NA,NA,NA,1,1
"GHA",1993,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1994,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1995,"Electoral autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1996,"Electoral democracy",1,0,0,0,0,NA,NA,NA,1,1
"GHA",1997,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1998,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",1999,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",2000,"Electoral democracy",1,1,1,2,2,"Center for Democracy and Development Ghana, Coalition of Domestic Election Observers","Center for Democracy and Development Ghana, Coalition of Domestic Election Observers","https://www.eisa.org/storage/2023/05/2002-journal-of-african-elections-v1n2-reflection-activities-contributions-coalition-domestic-election-observers-ghana-2000-eisa.pdf, https://codeoghana.org/our-history/",1,1
"GHA",2001,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",2002,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",2003,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,0
"GHA",2004,"Liberal democracy",1,1,1,2,2,"Coalition of Domestic Election Observers, Center for Democracy and Development Ghana","Coalition of Domestic Election Observers, Center for Democracy and Development Ghana","https://codeoghana.org/our-history/, https://penplusbytes.org/18on18th-the-penplusbytes-story-of-growth-so-far/, https://cddgh.org/2005/01/cdd-ghana-annual-report-2004/",1,1
"GHA",2005,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2006,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2007,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2008,"Liberal democracy",1,1,1,3,3,"Coalition of Domestic Election Observers, Penplusbytes, Center for Democracy and Development Ghana","Coalition of Domestic Election Observers, Penplusbytes, Center for Democracy and Development Ghana","https://cddgh.org/2020/12/codeos-statement-on-the-official-results-of-the-2020-presidential-elections/, https://penplusbytes.org/penplusbytes-african-elections-project-covers-kenyan-elections/, https://www.files.ethz.ch/isn/91287/AfrobriefNo51.pdf",1,NA
"GHA",2009,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2010,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2011,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2012,"Liberal democracy",1,1,1,4,4,"Center for African Democratic Affairs, Center for Democracy and Development Ghana, Coalition of Domestic Election Observers, Penplusbytes","Center for African Democratic Affairs, Center for Democracy and Development Ghana, Coalition of Domestic Election Observers, Penplusbytes","https://web.archive.org/web/20120703032546/http://www.cada-af.org/publication4.html, https://www.facebook.com/CDDGhana/photos/a.485099698252898/485099701586231/?type=3, https://cddgh.org/2020/12/codeos-statement-on-the-official-results-of-the-2020-presidential-elections/, https://penplusbytes.org/publications/ghana-elections-2012/",1,NA
"GHA",2013,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2014,"Liberal democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2015,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2016,"Electoral democracy",1,1,1,4,4,"Penplusbytes, Center for African Democratic Affairs, Center for Democracy and Development Ghana, Coalition of Domestic Election Observers","Penplusbytes, Center for African Democratic Affairs, Center for Democracy and Development Ghana, Coalition of Domestic Election Observers","https://penplusbytes.org/publications/ghana-elections-2016-the-game-changing-role-of-tech-and-new-media-tools/, https://web.archive.org/web/20201028103640/https://cada-af.org/index.php/2017/07/01/electoral-violence-in-ghanas-2016-general-election-and-how-police-should-deal-with-it/, https://cddgh.org/2019/05/exploring-the-mahama-ndcs-defeat-in-the-2016-election-insights-from-pre-election-surveys/, https://cddgh.org/2019/04/codeo-final-observation-report-on-ghanas-general-election-2016/",1,NA
"GHA",2017,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2018,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2019,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GHA",2020,"Electoral democracy",1,1,1,4,4,"Center for African Democratic Affairs, Coalition of Domestic Election Observers, Center for Democracy and Development Ghana, Penplusbytes","Center for African Democratic Affairs, Coalition of Domestic Election Observers, Center for Democracy and Development Ghana, Penplusbytes",NA,1,NA
"GHA",2021,"Electoral democracy",0,0,0,0,0,NA,NA,NA,0,NA
"GIN",1990,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GIN",1991,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GIN",1992,"Closed autocracy",0,0,0,0,0,NA,NA,NA,0,0
"GIN",1993,"Closed autocracy",1,0,0,0,0,NA,NA,NA,1,0
